movie_id,director_id,director_name,title,release_date,budget,revenue,return
274906,1032,Martin Scorsese,The 50 Year Argument,2014-06-29,0.0,0.0,0.0
5804,1032,Martin Scorsese,The Key to Reserva (La clave Reserva),2007-12-14,0.0,0.0,0.0
68730,1032,Martin Scorsese,Silence,2016-12-22,46000000.0,23737523.0,0.5160331086956522
296098,488,Steven Spielberg,Bridge of Spies,2015-10-15,40000000.0,165478348.0,4.1369587
336029,524,Natalie Portman,A Tale of Love and Darkness,2015-09-03,4000000.0,0.0,0.0
270487,1223,Joel Coen,"Hail, Caesar!",2016-02-05,22000000.0,63647656.0,2.893075272727273
364067,1769,Sofia Coppola,A Very Murray Christmas,2015-12-04,0.0,0.0,0.0
342381,1032,Martin Scorsese,Bad,1987-08-31,2000000.0,0.0,0.0
303858,1038,Jodie Foster,Money Monster,2016-05-12,27000000.0,93282604.0,3.4549112592592595
267935,488,Steven Spielberg,The BFG,2016-06-01,140000000.0,183345589.0,1.30961135
339397,1243,Woody Allen,Café Society,2016-05-11,30000000.0,43763247.0,1.4587749
363676,190,Clint Eastwood,Sully,2016-09-07,60000000.0,238470033.0,3.97450055
85483,488,Steven Spielberg,Something Evil,1972-01-21,0.0,0.0,0.0
418772,1243,Woody Allen,Crisis in Six Scenes,2016-09-30,0.0,0.0,0.0
10614,138,Quentin Tarantino,My Best Friend's Birthday,1987-01-01,0.0,0.0,0.0
428074,5655,Wes Anderson,Come Together,2016-11-27,0.0,0.0,0.0
48133,2636,Alfred Hitchcock,Aventure Malgache,1944-01-01,0.0,0.0,0.0
289222,15287,Niki Caro,The Zookeeper's Wife,2017-03-31,20000000.0,13162475.0,0.65812375
45966,240,Stanley Kubrick,Day of the Fight,1951-04-26,3900.0,0.0,0.0
45970,240,Stanley Kubrick,Flying Padre,1951-03-23,0.0,0.0,0.0
399019,1769,Sofia Coppola,The Beguiled,2017-06-23,10500000.0,25442939.0,2.4231370476190475
65595,2710,James Cameron,T2 3-D: Battle Across Time,1996-01-01,0.0,0.0,0.0
